feature_1,feature_2,class
0.8304950657439032,-0.4855293386108992,1
0.6050010254074561,0.7962246914382438,0
0.9936916228586026,-0.49998010199095555,1
-0.37538633603982374,0.9268684365726327,0
0.25577103024597997,0.9667373894118868,0
1.2435538277109919,-0.46988738161052723,1
1.0315368649509713,-0.49950258936586267,1
0.006308377141397414,0.9999801019909555,0
0.6539934697467894,0.7565001926824311,0
1.8149084764430339,-0.0795896608992378,1
0.9935599479631849,0.11330767760126984,0
-0.7687409762838663,0.6395602484380406,0
1.387050297202217,-0.42205860303761356,1
0.4890339920698333,0.8722647273621937,0
0.9558554174557228,-0.49902515275241766,1
1.1695049342560964,-0.4855293386108992,1
1.9987267934654538,0.44955406840772083,1
0.9292180723175653,0.36953183094075687,0
0.3271274756270811,-0.23975845107982074,1
1.410191537747527,-0.4119993982236606,1
1.993559947963185,0.38669232239872997,1
1.9949104159715743,0.3992365929949314,1
0.07078192768243474,0.13046816905924308,1
0.7687021443284068,-0.4728829847220697,1
0.574437378213799,0.8185485315550061,0
1.8872534525753615,0.03871775354659435,1
1.9996816476922676,0.47476900185737525,1
-0.8872534525753616,0.4612822464534057,0
0.2921706058909756,0.9563662149267405,0
0.5109660079301668,-0.37226472736219374,1
1.954504062771555,0.2018020889533343,1
0.533129802746054,-0.38432585561887855,1
1.735498997707642,-0.17752581085229058,1
-0.5744373782137987,0.8185485315550063,0
0.9996816476922675,0.02523099814262444,0
0.4999999999999999,-0.3660254037844386,1
1.421665133450184,-0.4067516281939827,1
0.6346980144599881,0.7727602671207603,0
-0.875332381887699,0.48352168639969745,0
0.7003841348713508,0.7137661126871389,0
1.1195731738684147,-0.4928253905350295,1
0.3870502972022171,0.9220586030376136,0
1.9844404274865908,0.32428134780274864,1
-0.6913231579571605,0.722545701857079,0
0.9145688941717073,0.404430139595877,0
0.5640644378321233,0.8257307732991006,0
1.0,0.0,0
0.9903847800577775,0.13834011504226681,0
1.4890339920698332,-0.37226472736219385,1
0.9617240251401847,0.2740198888186061,0
0.6149984440179537,0.7885283215303658,0
-0.6634858047206378,0.7481888711643656,0
-0.08191755125789234,0.9966391096058345,0
1.4330716074475285,-0.4013595191835574,1
-0.7606107772899285,0.6492081680558329,0
0.7687409762838665,0.6395602484380404,0
-0.2921706058909755,0.9563662149267405,0
0.9743227403932134,0.22515594052269397,0
-0.8431088700310843,0.5377429062990123,0
0.5536017082694845,0.8327815731637609,0
1.9980108522981284,0.4369576436420448,1
0.01143941440811147,0.3491757028386262,1
0.39499897459254385,-0.2962246914382438,1
1.979693471617462,0.29949887364374894,1
0.5430508550092122,0.8396998087851179,0
0.8813630660146489,0.47243956847967095,0
1.8221560116948097,-0.06926223520806629,1
0.8362573308303718,0.5483371924577632,0
-0.9903847800577775,0.13834011504226715,0
1.2066774126849529,-0.47840914094557274,1
0.7199186457750929,-0.45997626794392277,1
0.5898084622524726,-0.4119993982236605,1
0.05746384547432726,0.1658958285026102,1
0.12466761811230087,0.01647831360030283,1
0.336514195279362,-0.2481888711643654,1
0.22325119482391442,-0.12981052202827115,1
0.025677259606786573,0.27484405947730606,1
0.6443970304648772,0.7646910926171745,0
1.8498262010636775,-0.027063020886191613,1
1.9093936083310652,0.08406338809067859,1
-0.36366261994626126,0.9315307288832834,0
0.5108864166858506,0.8596482241276903,0
1.9617240251401848,0.22598011118139372,1
-0.5640644378321231,0.8257307732991007,0
0.3751020343543727,-0.28070643172190946,1
0.421665133450184,0.9067516281939826,0
-0.6443970304648771,0.7646910926171746,0
1.477990138491783,-0.37836520166990106,1
0.2906663771040465,-0.20487290445107997,1
0.06175408946003691,0.1540309098271413,1
1.0819175512578922,-0.49663910960583446,1
1.9425361545256727,0.16589582850260998,1
0.8429424909408211,-0.48758945865583536,1
0.4050926987718908,-0.30379431631822806,1
1.6539934697467893,-0.2565001926824312,1
0.6599566029782862,-0.44040974481442563,1
0.46687019725394596,0.8843258556188786,0
0.5847188782240472,0.8112359912185922,0
1.7181701974291925,-0.19586749279192128,1
0.9821451197042027,0.18812486236863374,0
-1.0,1.2246467991473532e-16,0
1.6728725243729188,-0.23975845107982086,1
0.9714045121820677,0.23743056608684393,0
0.38500155598204633,-0.2885283215303658,1
0.48911358331414945,-0.35964822412769026,1
0.7606107772899287,0.6492081680558328,0
0.19997457720866552,-0.09996610144869555,1
-0.9683316533832039,0.2496673968626072,0
0.47830849079951543,-0.35313420352727665,1
-0.09448513188803123,0.995526272808559,0
-0.1570575090591788,0.9875894586558354,0
1.5744373782137986,-0.3185485315550063,1
0.5220098615082168,-0.37836520166990106,1
0.9506658776962519,0.31021668069917685,0
1.9040735629527026,0.0726231256022315,1
0.0755180848453677,0.11877409774252845,1
-0.9996816476922675,0.025230998142624722,0
-0.9885605855918885,0.150824297161374,0
0.09448513188803136,0.995526272808559,0
0.8628539830324229,0.5054532658565808,0
-0.9338063142352643,0.35777893662756455,0
-0.6050010254074559,0.796224691438244,0
0.3653019855400119,-0.2727602671207603,1
-0.35188101513183295,0.9360447378142728,0
-0.9743227403932133,0.2251559405226942,0
-0.9617240251401847,0.2740198888186062,0
1.5108864166858502,-0.3596482241276904,1
-0.8362573308303717,0.5483371924577635,0
-0.018924127241018954,0.9998209226697378,0
0.45694914499078776,-0.33969980878511785,1
0.9244819151546323,0.38122590225747155,0
0.14458508305711087,0.9894923717529955,0
1.9338063142352642,0.14222106337243545,1
0.03489534685806672,0.23813551503919328,1
-0.19431686088109762,0.9809388143902331,0
