feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class
0.8657551941701215,-0.14194053397769432,-0.10985043547967936,0.8534947004796165,0.33094930634154685,-1.2002964070557762,-0.3345012358409484,1
0.27669079933001905,-0.35973156509808024,-0.7996019171289089,-0.3394117383085812,0.8084645677819898,0.8271832490360238,0.01300189187790702,1
-1.168678037619532,0.8089131225046423,1.1673593465044534,-2.264896683278537,-1.8546090563315754,1.1428228145150205,0.7519330326867741,0
-0.5034756541161992,0.25867095833448034,0.40555180950137953,-0.5693735776646148,-0.5911847929440112,-1.5506634310661327,0.06856297480602733,0
1.5499344050175394,-0.06409380683545857,-0.18976836454198368,-0.28759160636219583,0.14129631458560343,-0.7832532923362371,-0.3220615162056756,0
-0.19236096478112252,0.5398096606249322,0.8903315973307627,-0.9769281485648565,-1.2311619174075763,0.30154734233361247,-0.03471176970524331,0
0.570890510693167,0.4122566913737769,1.2587106835132555,2.0327701260556017,-0.9066153228957922,1.135565640180599,0.9540017634932023,0
1.307142754282428,0.017428774614853735,0.08190922845365207,0.22371669246885073,-0.036661014081533216,-1.6074832345612275,0.1846338585323042,0
0.25988279424842353,0.7651323706848744,1.3274191198008902,-1.0704421410224978,-1.7412593992417207,0.7818228717773104,-1.236950710878082,0
-0.05952535606180008,-0.5320984810089099,-0.8488828559035476,1.1009191639931648,1.2152443266387762,-3.2412673400690726,-1.0243876413342898,1
0.3853173797288368,0.22517433134008508,0.7853619263450063,1.5801403141782444,-0.4895062222060971,-0.883857436201133,0.1537251059455279,0
0.21645858958197486,-1.231587521594409,-2.1092252896758263,1.8547837316405875,2.804395092935565,0.045571839903813784,-0.6516003476058171,1
0.40498171096095553,-0.025280165576657087,0.07012303275604531,0.5826394288163763,0.06415523159909253,-1.2608839543350452,0.9178619470547761,1
0.7910319470430469,0.3472329647630312,0.5404438769414495,-0.7833158830975712,-0.7938206327803916,-0.9093874547947389,1.4027943109360992,0
0.058208718445999896,0.7303619453394774,1.6762874411477837,0.9429000011142354,-1.638351609851459,-1.142970297830623,0.3577873603482833,0
-0.9905363251306883,0.39804845716234966,0.5285208187349905,-1.3349448885725221,-0.9152805092911476,-0.5662977296027719,0.09965136508764122,0
0.6565536086338297,-0.8776961752118374,-2.0832297765726953,-1.4633924774722618,1.964855106858273,-0.9746816702273214,0.787084603742452,1
1.8657745111447566,-0.49256413652843184,-1.3194337297929624,-1.5430196224552217,1.093943595786556,0.4738329209117875,-1.1913034972026486,1
0.651391251305798,0.7037756466257151,1.83170935292792,1.94780224585642,-1.566135434229274,-0.3152692446403456,0.7589692204932674,0
1.088950596967366,1.7309271008974094,4.022726654380939,2.4746845427281707,-3.8799191081938025,0.06428001909546277,-1.0777447779293061,0
0.23225369716100355,-0.701161254013551,-1.8384189775177515,-2.005453250457715,1.5595322205894495,0.29307247329868125,-0.7143514180263678,1
-1.0623037137261049,0.22937620724187432,0.5511354295687064,0.41464132341246396,-0.5131034816867595,0.4735924306351816,-0.9194242342338032,0
-1.5148472246858646,-0.3266520173601132,-0.8133793009783999,-0.7273920010878665,0.7290478015456469,-0.4465149520670211,0.8563987943234723,1
-1.377669367957091,0.607203892295663,1.4300844557041534,0.9589753796093163,-1.3599639499399498,-0.9378250399151228,0.5150352672086598,0
-0.7925207384327007,-0.7844537886995174,-1.3353448091178235,1.220364725649354,1.7867176977024408,-0.11473644146689901,0.5049872789804571,1
0.8135172173696698,0.23294033742118073,0.2488119340654268,-1.071615176268712,-0.5391422831744688,-1.2308643164339552,0.22745993460412942,0
0.18645431476942764,-0.3881523631528107,-0.533473019439975,1.21488869437371,0.8914738855585602,-0.661786464768388,0.852433334796224,1
