v1,v2,class
-0.935199290978743,0.37596909369644,1
0.0366629397360845,0.745978835656274,1
0.37439681669617,-0.0130709127155346,0
0.486532332611231,-0.481019744614189,1
0.345698545108724,0.0197923600013096,0
0.148338067227773,0.0772959702425062,0
0.116712232020892,0.867151036777212,1
0.347975826732673,0.0661147231770183,0
0.530266767090746,0.0831180696966462,0
0.185801285624548,0.900312902763597,1
-1.21813999619244,0.101121463168889,1
0.34723479727758,0.113257950473194,0
-0.204437442973129,-0.229685139319138,1
0.252050024462312,0.127886328092979,0
-0.623655948101305,0.663683735350819,1
0.277697365963429,0.150610804092488,0
0.161732591762332,0.143904338964632,0
0.201281425118008,0.170003463647183,0
0.141830494271665,0.164812223527574,0
0.58207175521206,-0.230335036437009,1
0.144878963882245,0.180745880532001,0
0.236577271586945,-0.392278744460034,1
-0.463025713962396,-0.289034283942935,1
0.240634211737456,0.249586906504647,0
0.21611213569777,0.260467155385028,0
0.23017397223847,0.297900015240785,0
0.304241231670161,0.392495442956835,0
0.38079967788816,0.511770964559865,0
0.284759821860872,0.468249801210772,0
0.112042153843498,0.307920876278174,0
0.605435425257957,0.493247999594815,1
0.202043088429924,0.475127049918298,0
0.098943257191439,0.367922041712525,0
0.151364306614816,0.524408009908103,0
-0.669282636914522,0.54415020802574,1
0.0834747782963994,0.456453264541535,0
0.0606041263217896,0.481723880100634,0
-0.0867862945827057,-0.55566336018242,1
0.0998585435446173,0.736793427101527,0
0.0238800328119091,0.612532003474065,0
-0.34702923756091,0.712744028691855,1
-0.0417572916483745,0.436899272262886,0
-0.334488670093356,0.861627463816259,1
-0.0458010219057339,0.745963758314577,0
0.628237632204888,0.639589984729546,1
-0.498440964135065,0.795478352877358,1
-0.153569485764398,0.740667710231127,1
0.0694477956890857,-0.444039752210387,1
-0.0976517957428356,0.494091623937881,0
-0.0510220718472315,0.865719145330035,1
-0.134796615753076,0.582777625078654,0
-0.163208707425913,0.493705310429098,0
0.644249095659269,0.303363381792401,1
-0.300069449639889,-0.388964818070219,1
0.739079094782641,0.279173179484449,1
0.738563715831269,0.130923611852397,1
-0.226135021532796,0.649869203316295,0
0.279814359902438,0.829025639032329,1
0.0496096294275988,-0.382593410348092,1
0.344927182023301,0.832174587481619,1
-0.251144448212848,0.567211037216657,0
-0.238492096537179,0.398191230741053,0
-0.374870802769638,0.661081434936919,0
0.776978843688038,-0.0681688823699083,1
-0.33469557987036,0.461849743808224,0
-0.350298347181136,0.00540013162700063,1
-0.422210479591167,-0.551820056112455,1
-0.410144648791134,0.521999585099307,0
-0.874941705724269,0.0990181259645506,1
-0.396232815684237,0.421555039126213,0
-0.388484182729442,0.348749208916119,0
0.555134815764149,0.363248238077318,1
-0.359242477505794,-0.393179215259817,1
-0.163350344842143,-0.334178235443092,1
-0.416122844035773,0.329735861495034,0
-0.792403114768239,0.241492082900963,1
-0.444101721590381,0.309852460116089,0
-0.267234316438468,-0.0567213413893273,1
-0.902756564172201,0.165348715842157,1
-1.04942245133997,0.282197268311863,1
0.315914726333763,0.682358025771789,1
-0.454329737201759,0.272349302368761,0
-0.522238724604739,0.283311733047187,0
-0.424444456789219,0.168686044575986,0
-0.587551302453044,0.233654852888926,0
-0.620483707064368,0.205162207802246,0
-0.646936943604208,0.171096696977634,0
-0.789006282168921,0.177508328022663,0
-0.675696646053189,0.0899952678191207,0
-0.667205583925349,0.0433642206624666,0
0.471634529931494,-0.288106739716201,1
-0.465889554323752,-0.420342800187781,1
-0.594777920071019,-0.0114414493733779,0
-0.732603868827605,-0.0365986718254802,0
-0.620885583143234,0.570937857103167,1
0.203955332991311,-0.380939556714711,1
0.358093133903032,-0.428539988403779,1
-0.442291606278478,-0.0919950035201293,0
-0.653651663360737,-0.127934437093286,0
0.336875958197114,0.631048716977539,1
-0.837459737416077,-0.188982902306437,0
-0.0174197887107927,-0.582088820361369,1
-0.053138355613942,-0.331916756274347,1
0.172672659055441,-0.573686472594837,1
-0.415526999454682,-0.236748113167371,1
-0.682663679576452,-0.219107880518897,0
-0.261080150784365,-0.234874533174128,1
-0.696530925099679,-0.269302401121941,0
0.202857567059435,0.786917039128935,1
0.234451589498428,-0.69481272399988,1
-0.287896276277242,-0.174089812551816,1
-0.596458764722982,-0.288989505618396,0
-0.806895091832995,0.596053187016441,1
-0.567981304899632,-0.323427068108882,0
0.56640864020214,0.526676199638007,1
-0.517974280159846,-0.346631181028846,0
-0.612963877271979,-0.441406718759315,0
-0.667090859348293,-0.530942309188222,0
0.56929964490298,0.743645427154609,1
-0.682449588537321,-0.608268268811848,0
-0.253213340240641,-0.0423916964396043,1
-0.34618131156968,-0.412949394867435,0
-0.355823362442296,-0.467929301937248,0
-0.502638216996854,-0.674324166128957,0
-0.289459179408552,-0.505196317824025,0
-0.185936818773564,-0.513801548085658,1
0.301783926170009,-0.275184987523088,1
-0.398421137838697,-0.714081567376703,0
-0.227626959536563,0.93936397798917,1
0.571214246997043,-0.0591959283256255,1
-0.272892743554482,-0.0922042623347094,1
-0.353131422970184,-0.739926962706815,0
-0.269632085614022,-0.6975477770685,0
-0.0296310707769992,-0.487584921392217,1
-0.195677058565407,-0.653062984399189,0
0.37862165379293,-0.554380034084477,1
-0.19151128875747,-0.758682703300977,0
-0.142055449792518,-0.767513423324386,0
-0.118938021868433,-0.875712648118723,0
-0.565973424824433,0.794053096600643,1
0.623545822414247,-0.206756959398947,1
-0.0788420953124374,-0.964724864362289,0
0.0014885643761258,-0.821642176062251,0
0.0438632315775611,-0.979534133380226,0
0.106052661312905,-0.776850888505987,0
0.336869821220435,0.561274715666633,1
0.484945792752989,-0.0996053578206632,1
-0.600677818955402,0.733725776750669,1
0.163635974781203,-0.895819688745847,0
0.205387252126091,-0.767343195136999,0
0.81243313169611,-0.0231994534464679,1
0.446582909278763,-0.184136478130076,1
-0.55335926264387,-0.11995536195709,1
-0.461091549506805,0.861088880710435,1
0.117738700785602,-0.258327748443662,1
0.265462263051028,-0.812169323145246,0
-0.368644815699025,-0.165992183066919,1
0.740724751589928,0.228699981758344,1
0.696146122952456,0.0846000528247107,1
0.328554650137498,-0.83896474255952,0
0.66513000070969,0.0429233476675321,1
-0.175407919337528,-0.436500789864158,1
-0.831684966970076,0.386926070098214,1
0.708763998342167,-0.14811537754168,1
0.625069860268501,0.344677286877466,1
0.356264047273926,-0.740626819625081,0
0.425838540169125,-0.773729845317821,0
0.0985296354244792,-0.425440056085683,1
0.389115770463624,-0.567570435563812,0
0.475431550142211,-0.342327690800527,1
0.535753932604071,-0.740150340740217,0
0.653524971826559,-0.815336056417441,0
0.759053885730587,-0.846173039879898,0
0.623818197019291,-0.574405538221081,0
0.65218135941275,-0.526359525565879,0
0.691154423113666,-0.49004967923165,0
0.723138391911552,-0.446888506523704,0
-0.16446830654191,-0.644837449734645,1
0.0179973772799496,0.974684403949766,1
0.523362507910448,0.621194399447889,1
0.311690774015107,-0.502085536240192,1
-0.177519728680195,-0.390612937657475,1
0.84923769206581,-0.469931415663449,0
-0.255573260498971,0.761390355301675,1
0.733157527979954,-0.451774713129986,1
0.430674377888148,-0.346918011817272,1
-0.967096099959619,0.643316470246372,1
0.830599246478104,-0.386259416932129,0
0.965024413279017,-0.39176533266173,0
0.758184954397652,-0.226067991481067,0
0.393005271974332,0.325596495526387,1
0.98528030808457,-0.258060653524781,0
-0.481622323539639,-0.150940599644411,1
-0.234019474474986,-0.0779203359759393,1
1.01354959895793,-0.199177714197218,0
-0.748617342881403,0.398964517824115,1
0.814462448069101,-0.084679258605436,0
0.996418093776973,-0.0632339766135347,0
-0.106169767257678,0.894571706175094,1
0.789120142874731,0.184158546365154,1
