feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,class
7.480495876467137,1.4357689653002401,4.385667960211702,-8.873700323447332,7.348255764662408,7.807926880964334,-6.089472525115549,1
7.195973795121169,3.533455165111523,2.7102758658693498,-9.600399061930005,8.145803598826767,7.012484698633403,-4.866330396337177,1
-1.1810034812036923,9.57051613759898,5.095766608309709,4.138172028841816,-7.523145421531413,-5.95226946519471,-8.781314631738926,0
7.576091761495326,3.406832282458082,4.605649883211581,-8.486987156348189,9.864742354690012,7.995078572211184,-5.230967150416698,1
-2.728869510890262,9.371398699710069,6.117772880969618,1.4548994656670846,-7.688120794044457,-7.381866636860483,-7.922925638933936,0
-3.837383671951181,9.211147364067445,5.378345416223512,2.1445379651307026,-6.99527547353951,-7.181213288865235,-10.316849747003438,0
7.621681381489228,2.660960403507278,5.219569881008059,-9.22069027387424,9.546286463038163,5.767784479347143,-6.465438550083528,1
-0.19453905637924152,7.147020935606573,5.326139026602615,0.36045381275108035,-7.351559056940704,-5.791158996308581,-8.774047737540547,0
-1.3896227116181734,8.886368536717555,3.684338395627676,0.3667233636831595,-6.676163555284047,-7.63646033856025,-10.260581466233685,0
-1.41042077106556,9.839702477186352,5.45338847222874,3.278648491095061,-6.858623349518511,-6.198156621980983,-9.148594513229467,0
7.147637103066367,2.1455050416486614,4.7129369319613765,-9.544707667711497,11.09324808367064,6.0262034542739835,-5.558610331197234,1
-2.961503942301827,6.590406801569365,3.055976012742378,2.7335843400850295,-6.093827032500438,-6.454652031490982,-9.805303899765223,0
8.424482550497274,3.9806476890847695,2.9319019614684922,-9.091610890847429,8.932886586459833,6.5429044617043,-3.108874439417442,1
-2.3588958615908724,8.650673915984466,4.582933212507034,2.2809714528327913,-8.589795583807895,-8.22829501538166,-8.095063662613295,0
6.948700858876897,0.9837564140202033,2.5301757404599634,-10.825736752306524,9.507605515072855,7.977493644256667,-5.440033312569497,1
-2.268444443564182,11.615969242378716,5.205388481859646,0.2124069247849143,-6.126285570046738,-6.498951208393169,-7.548575002553265,0
-2.3865273070579547,10.638964586667882,4.962958109344131,1.7208161818144445,-7.171438460066814,-8.443300401972603,-7.955217979488851,0
-2.7909822319132576,7.669835617164044,3.721226889743903,0.9690289171886641,-7.647424756255399,-6.914794480662728,-8.60411302409949,0
6.962060148804717,2.4387462729656284,4.10754670691517,-10.570613694461265,10.520054899470356,8.968893538025695,-5.55708632741057,1
-3.6522025357832337,10.647717660499417,3.4935334432094134,2.275805149179765,-7.633903041170628,-6.944247939868939,-8.50956534633253,0
7.658580944582821,2.3384561920469538,4.630719145729435,-11.123882237291056,10.154985723226869,7.261321610022038,-6.769900915010974,1
-2.496605222270955,9.111962226747153,3.866869052372635,1.9976798581996746,-6.38162889990582,-5.428965985480905,-7.879056930550804,0
-2.2406053441894933,10.542754554610854,5.147714592517725,2.511465762990365,-5.807119853841468,-7.245062322818832,-9.677537423975016,0
7.8233870392390745,0.6229940600622341,4.52910084891233,-11.688336621735575,10.023705060070922,7.534084298997427,-6.345573742086531,1
-2.0993789661242377,8.77302847357978,5.312452537430833,3.8730516188359476,-7.012260937533844,-7.854638897946588,-7.731247087349038,0
-2.1804465133930657,8.484525924431283,5.153146269341457,2.0702472332887725,-5.910982200618381,-7.582162687153299,-9.165989903233779,0
-2.109974500447471,9.661482067901062,4.156692373928728,3.5471564472307646,-8.105392854153612,-8.344484473485767,-8.613875938076038,0
7.3825071370883,2.4691727356668736,3.818902355063144,-9.41784634308738,8.435464477955273,6.442241536312389,-5.143001616845254,1
7.867002294168796,2.2221106685828893,4.425471637254579,-8.315956613977184,10.130689146019689,6.937576478833459,-7.408105222662773,1
-2.1319857479882294,10.579810157432663,4.574128575155114,1.4179701572475336,-4.99847012171068,-8.32812349369219,-11.037133713256093,0
8.112579602874222,2.106126862793537,5.571910701124413,-9.178547318124453,8.537109133066316,8.052222786133626,-5.055314513895449,1
-0.9670876704848745,11.020379016357445,6.701382412864499,3.1815359145338746,-5.8555646653398075,-6.287582644074764,-8.059966680469373,0
-1.321811571487999,11.603849770216936,5.219512009441677,2.2989660005228982,-6.685242889573934,-7.233275886086635,-8.499843913174319,0
-0.35601516554119383,8.246938565310272,5.5121994729487795,2.1565116896790837,-4.689824257933598,-7.688407878631098,-9.678049598816786,0
6.899286582100659,1.452467306625417,4.490960291493918,-11.10548381075563,10.148776210761651,6.2326584111231815,-6.883287125474835,1
-3.485070876030083,10.067927924806161,3.6904799473961583,4.605551748778122,-6.386309290270381,-6.695273469581073,-9.696685536817224,0
7.642697425917883,3.36275068088732,2.2862790862751643,-9.473284034936533,9.238064247673245,7.320192892458901,-5.5400211581967875,1
-3.7470131218795992,11.147319502854588,2.6877910367055993,1.8213845889051488,-6.291309984666693,-6.599117725540914,-9.461027276456605,0
8.204930444422274,2.743435597409757,3.245177455357184,-8.232867312978456,10.56839575243649,6.783149313256229,-5.673619924058441,1
-3.2626154933989335,9.474258271137439,3.962163466475995,3.986556931467355,-6.743091860068533,-7.245431144588055,-8.653647450771102,0
7.821266004590098,2.688224486918637,4.583038166535364,-8.74936961361434,8.780943856692963,6.0905510620624055,-6.853372019406172,1
7.079442441824502,1.9829929472365444,4.0269547715191765,-9.254450147515417,10.82956382507107,7.730619543681264,-7.065436979865883,1
-3.326133294039986,9.382959437071223,4.2465400239007405,2.0019145068755493,-5.601175328543971,-6.689010525256044,-8.791891208479862,0
7.7971549923101575,1.095919104882637,4.716964202263157,-10.506996625570045,8.980830229634801,6.353762901770529,-4.777401067089768,1
9.220811610271815,2.1789939631107003,5.184982200106253,-9.413023335150028,8.061471604363955,6.237029447044779,-5.62128981966252,1
7.536816622871641,2.0235057102264,3.3443629248527182,-8.929064445651546,10.335767180866444,5.041292951639462,-6.5159425650006915,1
6.836294351385151,1.346592155702564,4.195603973408933,-10.675556052946753,8.312371914354701,7.328226098964939,-6.902011821593133,1
5.477335053260609,1.0927893746717656,2.66492230083083,-10.238334048490849,9.314759073449526,5.199207596309906,-6.67507759955979,1
-2.1267878768686996,9.180738336411377,5.132330100236251,2.2623383278485503,-4.424327051240375,-7.5178495775272625,-9.369324711637828,0
7.272129191910217,0.24926776665729422,5.423373056634901,-10.49404241494657,8.744430704591066,6.053191521964943,-4.37877969326366,1
-2.68226944733662,9.02986517577979,3.5436037493329,0.5331188013464376,-5.285122127926298,-7.727070941594274,-9.829720106092317,0
8.020477320009439,1.6884807451081656,5.33457619350755,-9.218667921885856,9.290894899235656,7.096569741818714,-7.324093938502976,1
-1.8360162717827917,8.875830144214548,3.4155805999387354,1.7641464266547067,-7.73014764536057,-7.460633043080669,-8.249749352215401,0
-1.5366431734260204,9.636096090415517,3.069654116337645,1.2460325081158634,-7.127145826702775,-6.954543022375993,-8.217655659085333,0
8.27664796087479,2.535385654961469,4.886547342768906,-9.072131826968993,8.756715448016934,7.0807753606823765,-4.952808261206795,1
6.172508831879196,2.408623552675736,3.956980334934787,-7.8328344157684615,10.971216768454742,6.183047246890273,-5.904055498001172,1
7.010464884975549,2.0215916402875296,2.9110438219511914,-8.983794787728584,10.280530105563296,6.196762483175355,-6.223259934193979,1
6.807093271611132,1.8258336514360785,3.9555921250405683,-10.33488846062419,9.221422880124104,5.100234517144689,-6.244371533576581,1
-3.9572819645500745,7.606822353821766,3.9214346149756656,1.7597225322288848,-6.568719625553266,-5.404753376326394,-7.980668133433991,0
7.8289930746653305,3.0825101423630556,6.921111594831986,-9.195894146905184,8.889233417532388,6.623278503816441,-7.522293691323595,1
-3.7368054381897426,9.61168619804818,5.341051578539,1.67560618058074,-5.50392037783965,-7.030165180308473,-8.712751303164469,0
5.085291682173731,-0.09839991777089052,3.5545863780637337,-9.1306235280304,6.650692200514651,6.149122639856805,-6.279465642951898,1
-3.7634870462219996,9.307844060364951,3.2832970316046963,2.4395996663742583,-6.915268673448754,-8.495241409181457,-7.673588402178839,0
-1.5458214938084285,9.42706705513482,5.4619389962225915,3.869962666594679,-7.125015307154141,-7.633845757633436,-9.727842186261533,0
-2.2418053089808474,9.335983934394335,3.9717883825850526,2.965212033477255,-7.054586947846679,-7.635854752768791,-8.301817913065607,0
-3.889299081267642,7.310903688843167,4.584331137331483,2.357235132880039,-6.912321939245363,-8.947551693315823,-8.9274477961488,0
6.936423213024302,2.717837992429953,5.010553666664053,-9.882277061748134,9.326597791381818,5.130979069327626,-6.110246987241086,1
8.963487444870097,2.764427725936068,4.236885194822501,-11.190275925981119,9.152134555109937,5.805606220692244,-3.582275068936663,1
-3.3123765737330952,10.506974697157844,4.3687552351855325,1.9518023895922958,-7.6268388702990935,-9.304349853548889,-7.954282360274961,0
-0.36525353372742453,9.648205150516333,2.614736249570494,2.1596239987101598,-7.5414136559196585,-6.0276762584797225,-9.630848495068712,0
-3.586942400982056,8.298982418938353,5.319476585162777,1.2428030522235953,-6.6631686015692955,-6.834537753372133,-9.489928104241827,0
-1.6934604105134534,9.874759616558066,4.056801397659163,1.8060479701543204,-6.59704724066297,-7.128800719459494,-7.230982180616017,0
-3.025242351270124,9.110406905139305,4.177603547523059,1.5386734565084164,-7.188799314619909,-6.657975821642234,-9.317076378299488,0
5.8011637292808125,3.134988609854101,3.5321881622281204,-8.054582404167451,8.862395580187588,4.9414948584154885,-6.869742226383136,1
8.139023937942966,1.974211727533403,3.9783010848676144,-9.944983248263823,10.57883795569203,6.021539370057133,-5.707995077434495,1
-1.808887743643759,8.438648301960548,4.761888650873463,4.533254222209527,-6.97568709087592,-5.730836266990271,-9.541504181761898,0
